model,suite,task_id,episode_id,task_description,perturbation,clean_success,corrupt_success,clean_ratio,corrupt_ratio,clean_iou,corrupt_iou,delta_success,delta_visual_ratio,delta_iou,vci,gri,delta_ratio_early,delta_iou_early,delta_ratio_mid,delta_iou_mid,delta_ratio_late,delta_iou_late,delta_ratio_slope,delta_iou_slope
DreamZero,libero_90_act,1,0,pick up the cream cheese box and put it in the basket,empty,1.0,1.0,0.5470425723149399,0.5495159077377951,,,0.0,0.0024733354228552162,,0.0024733354228552162,,0.016809822810443187,,-0.020853090564518117,,0.010739646054027774,,-0.006070176756415413,
DreamZero,libero_90_act,1,0,pick up the cream cheese box and put it in the basket,random,1.0,0.0,0.5470425723149399,0.582132400055955,,,-1.0,0.0350898277410151,,0.0350898277410151,,0.04428665855951519,,0.02490185100245379,,0.03518374460793927,,-0.00910291395157592,
DreamZero,libero_90_act,1,0,pick up the cream cheese box and put it in the basket,synonym,1.0,0.0,0.5470425723149399,0.5575488344522285,,,-1.0,0.010506262137288558,,0.010506262137288558,,0.01300929339272272,,-0.006451823514611599,,0.02509977274803321,,0.01209047935531049,
DreamZero,libero_90_act,1,0,pick up the cream cheese box and put it in the basket,shuffle,1.0,0.0,0.5470425723149399,0.5639623467022716,,,-1.0,0.01691977438733172,,0.01691977438733172,,0.023539350440823004,,0.0011553030269227937,,0.02534104172563656,,0.0018016912848135558,
DreamZero,libero_90_act,1,0,pick up the cream cheese box and put it in the basket,opposite,1.0,1.0,0.5470425723149399,0.5613716508961499,,,0.0,0.01432907858121002,,0.01432907858121002,,0.011572856324853942,,0.002878111726177135,,0.028808933277850834,,0.017236076952996893,
DreamZero,libero_90_act,1,1,pick up the cream cheese box and put it in the basket,empty,0.0,0.0,0.566841813699175,0.5769648911711451,,,0.0,0.010123077471970165,,0.010123077471970165,,0.010030193678263855,,0.007164830555783097,,0.013555599520600481,,0.0035254058423366263,
DreamZero,libero_90_act,1,1,pick up the cream cheese box and put it in the basket,random,0.0,0.0,0.566841813699175,0.5728579124166037,,,0.0,0.006016098717428697,,0.006016098717428697,,0.01048787756528835,,0.014648361475870453,,-0.007215316721699394,,-0.017703194286987745,
DreamZero,libero_90_act,1,1,pick up the cream cheese box and put it in the basket,synonym,0.0,1.0,0.566841813699175,0.5381673069495587,,,1.0,-0.028674506749616246,,-0.028674506749616246,,-0.02828459186583232,,-0.021933312838192442,,-0.036071089016587954,,-0.0077864971507556335,
DreamZero,libero_90_act,1,1,pick up the cream cheese box and put it in the basket,shuffle,0.0,1.0,0.566841813699175,0.5526542984941406,,,1.0,-0.014187515205034362,,-0.014187515205034362,,-0.01804789583484301,,-0.019462779607951064,,-0.0053173436440731026,,0.012730552190769906,
DreamZero,libero_90_act,1,1,pick up the cream cheese box and put it in the basket,opposite,0.0,0.0,0.566841813699175,0.5677364856960794,,,0.0,0.0008946719969044059,,0.0008946719969044059,,-0.008139418206978943,,-0.0073999399674128385,,0.017957900693341133,,0.026097318900320077,
